frame,time_sec,area,perimeter,ellipse_major,ellipse_minor,ellipse_angle,hu1,hu2,hu3,hu4,hu5,hu6,hu7
1053,35.1351,51684.0,1966.0630474090576,165.77194213867188,500.64923095703125,90.01441192626953,0.24793915679249978,0.025797972035117748,0.00026611633806667415,8.516166650925811e-05,-1.1945925444262273e-08,-1.2789248732174335e-05,4.653798460317972e-09
1084,36.169466666666665,50964.5,2024.2468131780624,167.4129180908203,486.622314453125,89.86190795898438,0.25211035430118756,0.026949452276050806,0.0003109131714059753,0.00010732985499340851,-1.413375348376024e-08,-1.3394241496170523e-05,1.3588685985157186e-08
1115,37.203833333333336,50981.0,2004.2051820755005,164.04006958007812,519.4279174804688,89.7768783569336,0.2510197075690298,0.026932569743124718,0.00033264659256417294,0.00011026321565915092,-1.3342260118594817e-08,-1.1869924435459627e-05,1.6368343499667775e-08
1146,38.2382,50677.0,1981.9209116697311,165.10610961914062,511.0969543457031,89.86266326904297,0.25338447308855166,0.027493253663115287,0.0003675388551615266,0.0001280030038101224,-1.387294307701014e-08,-1.183728995984631e-05,2.4049543893294747e-08
1177,39.27256666666667,50481.0,1997.7199012041092,167.0641326904297,491.694091796875,89.8974838256836,0.25408427374078113,0.027755211883297447,0.00038170349473484234,0.0001347766533832952,-1.3594768513324104e-08,-1.1348957227207103e-05,2.7379966198406278e-08
1208,40.30693333333333,50749.5,1980.5066984891891,167.11410522460938,501.34942626953125,89.73967742919922,0.2520676713808172,0.027350755653823788,0.00035459667119545034,0.00011702517394868579,-1.3770142515891338e-08,-1.1622266375508507e-05,1.9459611530903488e-08
1239,41.341300000000004,50521.5,1976.849844455719,167.1916961669922,493.6362609863281,89.83146667480469,0.25373877493736013,0.027730166213538417,0.00037267524490265235,0.00012857588908240337,-1.4249135768454522e-08,-1.1850322602902022e-05,2.4271697104367294e-08
1270,42.37566666666667,50225.0,2073.0336096286774,166.33119201660156,494.3942565917969,90.19908905029297,0.25694501197611236,0.02851948043258641,0.00041572524684240105,0.00014431404864253224,-1.667830205778335e-08,-1.3265607901316775e-05,3.1166049643804486e-08
1301,43.41003333333333,47269.5,2199.3595106601715,179.80645751953125,399.46710205078125,89.32893371582031,0.2678377157546483,0.029828246222768362,0.0007386726447143094,0.0005298250917318682,1.9900865023516616e-07,3.825909024922005e-05,2.6506241450911835e-07
1332,44.4444,48366.5,2330.8397382497787,186.12716674804688,357.54168701171875,88.83151245117188,0.26692358376810227,0.029727773337329927,0.0006391004111112683,0.0003891378103365417,1.0564653681393053e-07,2.002733154797964e-05,1.6278430185989024e-07
1363,45.478766666666665,51081.5,2005.2762509584427,165.1642608642578,500.6362609863281,90.27340698242188,0.2507009107444741,0.026651864827961242,0.0003125926884144713,0.00010639562876314871,-1.3019542288446082e-08,-1.2223617660679508e-05,1.4386753661031251e-08
1394,46.513133333333336,48483.0,2094.2884430885315,180.04074096679688,398.18438720703125,89.5879898071289,0.2642882747605529,0.03013057395842408,0.0005790552932288224,0.00029548879144909864,3.122883812243478e-08,2.7425651728036184e-06,1.181714887942075e-07
1425,47.5475,49154.5,2037.9625428915024,178.6124725341797,402.83172607421875,89.62654113769531,0.2587189211533081,0.02865475706106142,0.00048416352532608343,0.00023319842083899538,1.4070572908832918e-08,-1.4593404456109177e-07,7.708453949814415e-08
1456,48.58186666666667,48704.0,2038.2051833868027,180.17933654785156,398.97369384765625,89.36170959472656,0.2627562189708788,0.029723446239433408,0.0005607614939445761,0.0002774348255947057,2.2843517258356872e-08,7.972800458791677e-07,1.0701764519844216e-07
1487,49.616233333333334,48974.5,2195.986927628517,173.49256896972656,418.2482604980469,90.48526763916016,0.26074748392227326,0.028884403833349444,0.0004897023631508702,0.00025345067658063137,1.990133670700579e-08,1.2963031752862732e-06,8.704463170174956e-08
1518,50.650600000000004,50226.5,1989.4772613048553,171.90110778808594,450.6801452636719,89.632568359375,0.2530909145964324,0.02729801889744895,0.00033587602396702924,0.00013466954767731221,-9.858946857097667e-09,-9.222172088001222e-06,2.6891049587232343e-08
1549,51.68496666666667,50079.0,2042.7737257480621,167.97486877441406,465.8371887207031,89.91612243652344,0.25277988384697947,0.027245340135642063,0.00033149999198161514,0.00013679977177154996,-8.705722997586674e-09,-8.021705703180146e-06,2.7800754154262262e-08
1580,52.71933333333333,50459.5,2032.2468130588531,167.6307373046875,491.0472412109375,89.22962188720703,0.25098822872623383,0.0267810736928517,0.0002945861726263046,0.00011323262075861135,-1.070718053749064e-08,-1.0406974379357737e-05,1.7693056708116225e-08
1611,53.7537,50304.5,2032.531083703041,168.3651885986328,485.65032958984375,89.27560424804688,0.2523083301028496,0.027056470836989213,0.00029201949702568035,0.00011892833988108546,-1.0299147133077924e-08,-1.0468158326170967e-05,1.962494283936438e-08
1642,54.788066666666666,50271.0,2071.661026597023,168.7251434326172,483.5571594238281,89.33441925048828,0.25230162913077026,0.027347453309913346,0.00027825022910746327,0.00010510962614479851,-1.163088627017314e-08,-1.193756119589543e-05,1.3705541325349438e-08
1673,55.822433333333336,50671.5,1973.6782721281052,169.48826599121094,484.2727966308594,89.01737213134766,0.2503926672106726,0.026645309021432945,0.00027968891105274675,0.00010261636734410367,-1.1387417426596069e-08,-1.1431919750238691e-05,1.3135755994385355e-08
1704,56.8568,50588.0,2028.8914744853973,169.63352966308594,467.1473388671875,89.06893157958984,0.2505363560474532,0.026618130716161547,0.00028180402832193516,0.00010780161287380481,-1.0564896430621732e-08,-1.063667449641124e-05,1.553776682480043e-08
1735,57.89116666666667,50238.0,2127.4600158929825,166.93212890625,459.7086181640625,90.0689697265625,0.25311121601941766,0.027203315291044187,0.0003161538385856254,0.0001318554274021477,-9.52536871293204e-09,-9.56576979085984e-06,2.5179842587208652e-08
1766,58.925533333333334,50623.5,2024.3889486789703,166.65234375,470.4635009765625,89.91024780273438,0.25186943272707757,0.026840998469565634,0.00029302628053326534,0.00011456484810354724,-1.1015862280075745e-08,-1.1149835553340641e-05,1.7868050950304575e-08
1797,59.9599,50504.0,2114.288442969322,167.96157836914062,460.33770751953125,90.02008819580078,0.25213547424825716,0.027160737175747456,0.0002701828540942024,0.00010200687622945434,-1.1283619097729791e-08,-1.1996318575869384e-05,1.2627673462454445e-08
1828,60.99426666666667,50442.5,2150.957488656044,166.77920532226562,469.0079040527344,90.82832336425781,0.2524151342528244,0.02720727972696143,0.00027772783372184755,0.00010731092133021839,-1.097136291675005e-08,-1.1613579052924197e-05,1.492756766213603e-08
1859,62.02863333333333,50364.5,2153.4427701234818,166.76690673828125,468.2801818847656,90.62413787841797,0.2529564825250249,0.02738832089161223,0.0002803761741344804,0.00010921761174097459,-1.0977935999585282e-08,-1.1610023084452148e-05,1.5644782956006183e-08
1890,63.063,50303.5,2160.614343047142,166.56846618652344,470.26458740234375,90.56793212890625,0.25346292782012164,0.02746956448461174,0.0002879332300662799,0.00011319405993579973,-1.122377581716456e-08,-1.1853335973698498e-05,1.7077147942566496e-08
1921,64.09736666666667,49949.0,2132.4305768013,169.88027954101562,452.72845458984375,90.11821746826172,0.25610930992073105,0.027897750128157206,0.0002929271710962814,0.00013040779063880982,-1.0290020215621911e-08,-1.182067159840505e-05,2.331848539910295e-08
1952,65.13173333333333,50174.5,2126.9574893712997,169.54847717285156,447.2152099609375,90.28678131103516,0.25510837100522077,0.02753801658454326,0.0002945675692484719,0.0001286316416140005,-1.013774923902079e-08,-1.1429611879272966e-05,2.289474803714804e-08
1983,66.1661,50105.0,2152.170691847801,169.10086059570312,447.5649719238281,90.41968536376953,0.25572252903426756,0.02750202360539214,0.00033117633442386846,0.00014815535741331777,-9.067836092763446e-09,-1.0338523158283596e-05,3.1539873472700566e-08
2014,67.20046666666667,50272.0,2173.1412546634674,168.8279571533203,447.6769714355469,90.37367248535156,0.2541163137420407,0.027210454677791523,0.0002871720247205078,0.0001238371570156932,-1.0176447317815685e-08,-1.1394334018160912e-05,2.10193886350793e-08
2045,68.23483333333334,50397.5,2112.9574887752533,168.08261108398438,450.73681640625,90.23379516601562,0.2535894103569491,0.026972284563722224,0.00029846150501630045,0.0001271788415544566,-1.0027584160390832e-08,-1.0907077181613e-05,2.2658275222523776e-08
2076,69.2692,50221.0,2176.9991186857224,169.36587524414062,446.3355407714844,90.56107330322266,0.2542611001561908,0.027455678977306944,0.00027369280598496455,0.0001170086704116125,-1.0327710164110887e-08,-1.1566281281625192e-05,1.8214988862300922e-08
2107,70.30356666666667,49723.0,2169.5432757139206,169.2049102783203,450.2447204589844,90.2477035522461,0.2576852389284117,0.02840847029668802,0.0003253368969025503,0.00014564556139319915,-1.0013969837627409e-08,-1.1037289233225186e-05,3.008084099709728e-08
2138,71.33793333333334,50001.5,2119.7859164476395,170.44735717773438,441.7892150878906,90.06863403320312,0.25647170628464827,0.027960777004444434,0.00033289250464171296,0.00014263927665305362,-1.0415053653094012e-08,-1.1078207290814957e-05,2.9285237583942347e-08
2169,72.3723,50015.5,2087.016365170479,169.05218505859375,460.28765869140625,89.64156341552734,0.2552387243461866,0.02795978171125255,0.00030702530820961467,0.00012637692635996021,-1.1051451741251048e-08,-1.1272266741400116e-05,2.230604787691979e-08
2200,73.40666666666667,48128.5,2194.8986144065857,174.65640258789062,413.36419677734375,90.20543670654297,0.2636373664339743,0.02946516253214216,0.0005505341551041401,0.00033268470231827003,5.309664871707214e-08,1.2110661788494728e-05,1.3210639683040075e-07
2231,74.44103333333334,48479.5,2187.4427701234818,177.80062866210938,392.2645568847656,89.12457275390625,0.26168562949112545,0.028752885395798167,0.000494406861451571,0.00030033992639279575,4.467421073330995e-08,9.798793232341252e-06,1.0676435881816844e-07
2262,75.47540000000001,48500.0,2187.685410141945,177.84605407714844,388.66607666015625,89.1388931274414,0.26163417565763836,0.028700802693729797,0.0004954778854026998,0.00030283315316315454,4.6016322894971257e-08,1.0126827830829417e-05,1.0790277129238211e-07
2293,76.50976666666666,48396.0,2199.685410141945,179.51998901367188,383.4477233886719,88.50800323486328,0.2620306519191483,0.028777568875178072,0.0005188796740843325,0.0003179077282476781,5.271394666287878e-08,1.170819343094973e-05,1.1786669186624958e-07
2324,77.54413333333333,48255.5,2212.8986135721207,178.55484008789062,386.59991455078125,88.92232513427734,0.26255047921225527,0.02893010292303603,0.0005168656918406733,0.00032621606578543016,5.735020086098691e-08,1.3148857829638988e-05,1.2105329475805116e-07
2355,78.5785,48513.0,2144.8569841384888,174.4978790283203,413.622802734375,89.3417739868164,0.26077419253372247,0.02865844835490272,0.0004897254029397572,0.0002879679548691483,3.570045983816798e-08,7.750294838205329e-06,1.0207874579724272e-07
2386,79.61286666666666,48307.0,2161.54327583313,173.0736083984375,420.4611511230469,89.8249740600586,0.2615485428090659,0.028909791934232775,0.00048230709485356843,0.0002963781673494439,3.963185983424782e-08,9.489171193797328e-06,1.0481236948298421e-07
2417,80.64723333333333,48643.5,2074.388948559761,174.7307891845703,427.2998352050781,89.22296142578125,0.2594492577115598,0.028242757387157445,0.00048574262032734586,0.0002858186242056484,3.602823336212999e-08,8.851075125430994e-06,1.002180458333386e-07
2448,81.6816,48193.0,2125.2590059041977,174.72947692871094,421.291748046875,89.69925689697266,0.2621144186331358,0.02925066507465056,0.00047117196843118983,0.0002850533718502425,3.246201150108082e-08,7.3326302998736906e-06,9.929534492496606e-08
2479,82.71596666666667,48738.0,2089.602151155472,173.30865478515625,441.43902587890625,89.60868072509766,0.2640779582651892,0.02962609315133107,0.0004268529527479163,0.0002448496887534378,1.3306982739712657e-08,-2.532732053442885e-06,7.803031732022236e-08
2510,83.75033333333333,47920.5,2274.354457259178,170.6411895751953,430.53155517578125,89.75816345214844,0.2720110115840901,0.031756197907308846,0.000564657121484255,0.0003227600434976178,3.736036766484873e-08,4.7154613528516165e-07,1.3262651798966224e-07
2541,84.7847,48334.0,2133.2590054273605,176.8344268798828,406.2164611816406,89.44123077392578,0.2705661110203036,0.031025067826410523,0.0006010862718442863,0.0003371280023192364,5.547458463604875e-08,5.683880130963442e-06,1.412587023054314e-07
2572,85.81906666666667,50021.0,2014.6904648542404,168.2075653076172,469.8815612792969,89.6560287475586,0.25785934888667894,0.028912365882240536,0.0004372489401718621,0.0001512608644833692,-1.8490549037019894e-08,-1.4631533798362372e-05,3.422487386419589e-08
2603,86.85343333333333,51092.0,1947.2346205711365,169.01466369628906,469.7550964355469,89.86393737792969,0.2504975183108774,0.026449492566433797,0.0002771596341445615,9.8048176157782e-05,-1.2604300784465045e-08,-1.2887923765010383e-05,1.0118148699322722e-08
2634,87.8878,50881.0,2035.1757453680038,168.29928588867188,473.96673583984375,89.6687240600586,0.25153918543243964,0.02689915513425497,0.0002546238044777853,9.269530099127922e-05,-1.1780745644565854e-08,-1.2986174626778613e-05,8.000999787961792e-09
2665,88.92216666666667,50799.5,2055.5605223178864,166.66165161132812,489.5743408203125,89.63580322265625,0.25143815813869874,0.026923274576450273,0.0002493790072407012,9.214747154184895e-05,-1.1280581333447244e-08,-1.2677024648564208e-05,8.238461435481377e-09
2696,89.95653333333334,49962.0,2201.5432764291763,173.01675415039062,422.41741943359375,89.80958557128906,0.2567814874256444,0.027852593189613244,0.0002912558608537267,0.00013346587677770947,-6.700957047261194e-09,-9.835850927797742e-06,2.5446853788082037e-08
2727,90.9909,50724.0,2064.288442850113,167.41629028320312,486.1682434082031,89.4429702758789,0.2512435601178358,0.026878455101777173,0.0002532826523483782,9.523815666565816e-05,-1.0885436010765955e-08,-1.2020424157378227e-05,1.0015127776100724e-08
2758,92.02526666666667,51067.0,2023.8620373010635,164.43896484375,517.9656982421875,89.38142395019531,0.24972438547583325,0.02625513865054036,0.0002531859199307349,9.478008453946703e-05,-1.038677623448827e-08,-1.1381734393129491e-05,1.0377192405087046e-08
2789,93.05963333333334,51026.0,2005.1757454872131,165.77835083007812,502.005859375,89.26850891113281,0.25014100875882356,0.0263620489158187,0.0002596207131603573,9.693381426687657e-05,-1.079333612866481e-08,-1.1602985598518615e-05,1.0952990979798032e-08
2820,94.09400000000001,51033.0,1972.4061932563782,165.2946319580078,512.5526733398438,89.27898406982422,0.25007455776185505,0.026305513414232262,0.00026517553396157345,9.943153399652425e-05,-1.0846604293614985e-08,-1.145776518144141e-05,1.1959517966626139e-08
2851,95.12836666666666,50791.5,2036.1879377365112,166.80404663085938,495.5770263671875,89.63095092773438,0.25139813593228433,0.026775775683096015,0.00026681554159439254,9.93181435760578e-05,-1.1881520942520382e-08,-1.2550005015381812e-05,1.0964681271732e-08
2882,96.16273333333334,50773.5,2023.0752402544022,166.6571502685547,495.255126953125,89.59891510009766,0.2513943066212432,0.02680171937782117,0.00026497732039639725,9.889323858924889e-05,-1.165872808732129e-08,-1.2454992870634097e-05,1.0970432682291106e-08
2913,97.1971,50688.0,2038.6904636621475,167.39144897460938,490.65875244140625,89.7503662109375,0.2520092643047593,0.027018903739824667,0.00025771966340146625,9.637306209738638e-05,-1.1874526041406105e-08,-1.3020652659281572e-05,9.469850469444635e-09
2944,98.23146666666666,50699.5,2036.1046777963638,167.78785705566406,493.5959167480469,89.55631256103516,0.2519580347376147,0.027041390427106834,0.00025650607488603085,9.546308162754284e-05,-1.1720571226241134e-08,-1.2922928630893486e-05,9.261849970525454e-09
2975,99.26583333333333,50766.5,2053.5605212450027,167.32484436035156,488.32135009765625,89.86090087890625,0.25149260160293985,0.026893574986487163,0.00025573521246375686,9.27235664242376e-05,-1.2018929123477846e-08,-1.3293917829337961e-05,7.708365965805399e-09
3006,100.3002,50737.5,2051.5605211257935,168.8940887451172,471.79351806640625,89.85150909423828,0.2519392009195563,0.027035316664681577,0.00025324707504194825,9.270247999030001e-05,-1.203384636177624e-08,-1.3353425135931288e-05,7.545783087805459e-09
3037,101.33456666666667,49893.5,2223.2417595386505,170.5179901123047,429.3861389160156,90.30968475341797,0.2583264339587379,0.02820516014774503,0.00030263386076902427,0.00013870265325837387,-7.033100445440501e-09,-1.0114297197986307e-05,2.753343361977442e-08
3068,102.36893333333333,49951.5,2244.413331747055,171.10543823242188,426.328857421875,90.15938568115234,0.25792051005655914,0.0280883895833558,0.0003046896632328069,0.00013850800559434684,-7.295483299699092e-09,-1.016094204987119e-05,2.7502690992795226e-08
3099,103.4033,51629.5,2009.4183846712112,168.01968383789062,490.43487548828125,89.626953125,0.24776036277025704,0.025466596858129763,0.00021761597798313867,7.980398912178961e-05,-9.51857409859557e-09,-1.168190856966203e-05,4.472041471781521e-09
3130,104.43766666666667,51108.0,2007.3178797960281,166.59542846679688,487.03045654296875,90.0309066772461,0.25152209900914224,0.026984106143200622,0.0002931350997376957,9.308320079396474e-05,-1.5348551151160765e-08,-1.528212567144027e-05,9.16862351128326e-10
3161,105.47203333333333,51145.0,1984.548328280449,164.953125,492.7065124511719,90.19348907470703,0.25089861218397025,0.02690574544962427,0.00021672298312973038,7.623397986118206e-05,-9.738228295254964e-09,-1.2363446808438769e-05,-1.0883419463697078e-09
3192,106.5064,51039.5,2029.0752394199371,163.78099060058594,498.6443786621094,90.40339660644531,0.2518122031638151,0.027294955045710695,0.00022762253001590204,7.842992089757067e-05,-1.0382641429211151e-08,-1.2760375291139866e-05,-1.4196766030956092e-09
3223,107.54076666666667,51093.5,2007.0752402544022,164.1057586669922,501.82562255859375,90.21459197998047,0.25127026012111586,0.027168373603195756,0.00022443080809427953,7.695203671833659e-05,-9.978123114222303e-09,-1.2423142411284511e-05,-1.6449259586169716e-09
3254,108.57513333333334,51061.0,1989.3767553567886,164.09571838378906,500.0921936035156,90.15067291259766,0.2516794525780417,0.027293931009010255,0.00022151963683728163,7.684088286678393e-05,-9.902965831721917e-09,-1.2459799883706065e-05,-1.5609734941482091e-09
3285,109.6095,51226.5,1997.9625415802002,165.89405822753906,489.19122314453125,89.84209442138672,0.2505922645998841,0.02682347919178455,0.00022397650521701606,7.716282694123228e-05,-1.0104744057209467e-08,-1.2536189972409435e-05,-8.926743350998351e-10
3316,110.64386666666667,51420.5,2024.9331053495407,166.7892608642578,488.7226867675781,89.73114013671875,0.249477251313732,0.026406417013830893,0.00022891387626237654,7.748011727921971e-05,-1.0314066167549208e-08,-1.2568232098778855e-05,-3.0640114040016455e-10
3347,111.67823333333334,51542.0,1982.2051833868027,165.4992218017578,494.6822814941406,89.98744201660156,0.2494005469463431,0.026377480139545658,0.00027141815120279816,8.571841721308695e-05,-1.2900078955361966e-08,-1.3792890050941269e-05,2.1295298956915352e-09
3378,112.71260000000001,51181.0,2072.004172563553,164.01727294921875,508.34698486328125,89.9508285522461,0.25087401559502714,0.02702781279212235,0.00023533967838824268,7.896834613178921e-05,-1.0738678037311701e-08,-1.291504409722322e-05,-7.569770514081572e-10
3409,113.74696666666667,50883.5,2100.614343047142,165.26736450195312,491.01800537109375,89.85086822509766,0.25185249468318993,0.027261500606008435,0.00023425269775293413,8.11711411097981e-05,-1.1083209169781396e-08,-1.3209760217938068e-05,-1.5635624656336336e-09
3440,114.78133333333334,51232.0,1980.8325988054276,166.17666625976562,486.2044677734375,90.05606079101562,0.24952801888462178,0.026520548862487756,0.00021445292278047282,7.455730088809937e-05,-9.366428936637315e-09,-1.201037417013865e-05,-1.0722373558994188e-09
3471,115.8157,51273.0,2108.0874305963516,165.04635620117188,500.4460144042969,90.12230682373047,0.25008085913416433,0.02644311576426372,0.00022001737970317285,7.83756749171825e-05,-1.0288820173436378e-08,-1.2734488828804089e-05,-2.5644486096007393e-10
3502,116.85006666666666,51413.5,2037.903666973114,169.30345153808594,475.37005615234375,89.98249053955078,0.24897608972427676,0.025958478533260575,0.00020039799564727968,7.548693291520985e-05,-9.029149278266743e-09,-1.1901239058554279e-05,2.1621171741311244e-09
